88.04898259828745,128,0.001,0.2
88.59221066200166,128,0.001,0.2
83.02182119510174,32,0.002,0.3
83.56504925881595,32,0.003,0.3
86.78758861983242,64,0.001,0.3
83.1415155142252,128,0.0001,0.5
85.12107540742105,32,0.002,0.4
89.54055795967221,32,0.0003,0.3
89.85360464045668,32,0.0001,0.2
89.97329895958015,32,0.0001,0.2
85.7103397477212,32,0.003,0.2
87.0822207899825,64,0.0003,0.5
87.8188012153577,32,0.001,0.2
89.27354755547371,32,0.0003,0.2
87.92928827916398,32,0.001,0.3
86.16149525826351,32,0.001,0.3
91.05054783169138,32,0.0003,0.2
75.83095479237639,128,0.002,0.4
73.22530153761164,64,0.002,0.4
71.76134794217843,64,0.003,0.2
82.75481079090324,32,0.002,0.3
84.31083693950833,128,0.0001,0.4
81.2264064082497,32,0.003,0.4
84.87247951385693,32,0.001,0.3
87.86483749194365,64,0.0001,0.2
87.19270785378879,128,0.0001,0.2
77.11997053678299,32,0.003,0.2
88.99732989595802,32,0.0001,0.2
86.30881134333855,128,0.0003,0.2
83.29803885461745,64,0.001,0.2
